심사진행상태,출원일자,발명의명칭,출원인
등록결정(일반),1995.07.11,모스트랜지스터(MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.06.30,폴리사이드_구조의 게이트 전극을 갖는 트랜지스터 제조방법(MANUFACTURING METHOD OF TRANSISTOR HAVING POLYCIDE STRUCTURED GATE ELECTRODE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.06.30,저도핑드레인구조의모스트랜지스터제조방법(METHOD FOR FABRICATING METAL OXIDE SEMICONDUCTOR TRANSISTOR OF LOW DOPING DRAIN STRUCTURE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.06.30,모스트랜지스터제조방법(METHOD FOR FABRICATING METAL OXIDE SEMICONDUCTOR TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.06.30,평탄화된박막트랜지스터의제조방법(METHOD OF MAKING FLATTEN THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.06.23,박막트랜지스터제조방법(METHOD OF FABRICATING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.06.29,수평구조의바이폴라트랜지스터제조방법(METHOD OF FABRICATING LATERAL BIPOLAR TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.06.20,반도체소자의트랜지스터제조방법(MANUFACTURING METHOD OF A TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.06.20,박막트랜지스터의제조방법(METHOD OF MAKING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.06.15,박막트랜지스터제조방법(METHOD OF MAKING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.06.02,박막트랜지스터-액정표시장치(THIN FILM TRANSISTOR LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.05.12,트랜지스터제조방법(METHOD FOR MANUFACTURING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.05.30,박막트랜지스터제조방법(METHOD OF MAKING THIL FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.05.17,박막트랜지스터제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.05.04,반도체소자의트랜지스터구조(STRUCTURE OF TRANSISTOR FOR SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.05.09,반도체소자의트랜지스터제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.05.02,반도체소자의트랜지스터제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.03.21,박막트랜지스터제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.03.21,전계효과트랜지스터제조방법(METHOD FOR MANUFACTURING FIELD EFFECT TRANSISTORS),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.03.24,박막트랜지스터의제조방법(METHOD OF MAKING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.03.28,전계효과 트랜지스터 제조방법(MANUFACT METHOD OF TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.03.24,모스트랜지스터금속패턴형성방법(METHOD OF FORMING METAL PATTERN OF MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.03.24,박막트랜지스터제조방법(METHOD OF PRODUCING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.03.08,모스전계효과트랜지스터의제조방법(METHOD FOR FABRICATING METAL OXIDE SEMICONDUCTOR FIELD EFFECT TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.31,정전기방지용트랜지스터(ELECTRSTATIC PROTECTION TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.30,반도체소자의트랜지스터제조방법(METHOD FOR MANUFACTURING TRANSISTORS OF SEMICONDUCTOR DEVICES),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.30,저도핑드레인구조의모스트랜지스터및그제조방법(MOS TRANSISTOR OF LOW DOPING DRAIN STRUCTURE AND METHOD FOR FABRICATING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.30,이중게이트전극구조를가진상보형트랜지스터제조방법(PRODUCTION METHOD OF COMPLEMENTARY TYPE TRANSISTOR HAVING DOUBLE GATE ELECTRODE STRUCTURE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.30,저토핑드레인구조의박막트랜지스터및그제조방법(THIN FILM TRANSISTOR WITH LIGHTLY DOPED DRAIN STRUCTURE AND METHOD FOR MAKING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.28,트랜지스터제조방법(METHD FOR FABRICATING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.26,트랜지스터제조방법(METHOD FOR FABRICATING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.30,정전기방지용트랜지스터(TRANSISTOR FOR ELECTROSTATIC PROTECTION),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.29,반도체소자의트랜지스터형성방법(METHOD FOR FORMING TRANSISTOR OF SEMICONDUCTOR DEVICE.),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.28,모스트랜지스터제조방법(PROCESS OF FABRICATING MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.23,모스트랜지스터제조방법(MANUFACTURING METHOD OF THE MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.26,트랜지스터및그제조방법(PRODUCTION METHOD OF TRANSISTOR AND TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.21,박막트랜지스트제조방법(METHOD FOR FORMING A THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.26,이중채널박막트랜지스터및그제조방법(DUAL CHANNEL THIN FILM TRANSISTOR AND METHOD FOR FABRICATING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.21,모스트래지스터제조방법(MOS TRANSISTOR FABRICATION METHOD),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.20,모스트랜지스터및그제조방법(MOS TRANSISTOR AND ITS FABRICATION),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.23,반도체소자의트랜지스터제조방법(METHOD OF MANUFACTURING TRANSISTOR IN SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.21,모스트랜지스터접합형성방법(METHOD FOR FORMING MOS TRANSISTOR JUNCTION),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.12.15,박막트랜지스터제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTORS),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.11.30,트랜지스터의얕은접합형성을위한반도체소자제조방법(METHOD FOR FABRICATING SHALLOW JUNCTION OF TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.11.30,박막트랜지스터의채널폴리실리콘막수소화처리방법(HYDROGENATION METHOD OF CHANNEL POLYSILICON LAYER OF THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.10.31,반도체소자의트랜지스터형성방법(METHOD FOR FABRICATING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.11.02,트랜지스터의게이트전극형성방법(GATE ELECTRODE FORMING METHOD OF TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.10.19,트랜지스터의채널길이선정방법(CHANNEL LENGTH DECIDING METHOD FOR TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.09.06,반도체소자의트랜지스터제조방법(METHOD OF FABRICATING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.09.26,반도체소자의트랜지스터제조방법(METHOD OF MANUFACTURING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.08.22,박막트랜지스터및그제조방법(THIN FILM TRANSISTOR AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.07.06,반도체소자의트랜지스터제조방법(METHOD FOR MANUFACTURING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.07.18,씨모스트랜지스터의제조방법(METHOD FOR FABRICATING COMPLEMENTARY METAL OXIDE SEMICONDUCTOR TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(심사전치후),1994.07.01,이중채널을갖는트랜지스터및그제조방법(TRANSISTOR HAVING DUAL CHANNEL AND FABRICATING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.07.20,트랜지스터및그제조방법(TRANSISTOR AND METHOD FOR FABRICATING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.07.15,박막트랜지스터및그제조방법(Thin film transistor and its production method),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.07.15,박막트랜지스터제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.07.12,자기정합에의한트랜지스터제조방법(Production method for transistor by self-alignment),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.07.13,박막트랜지스터및그제조방법(THIN FILM TRANSISTOR AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.06.23,박막트랜지스터제조방법(THIN FILM TRANSISTOR MANUFACTURING METHOD),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.07.06,반도체소자의트랜지스터제조방법(METHOD FOR MANUFACTURING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.06.15,박막트랜지스터제조방법(THIN FILM TRANSISTOR MANUFACTURING METHOD),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.06.29,반도체소자의트랜지스터형성방법(METHOD FOR FORMING TRANSISTORS OF SEMICONDUCTOR DEVICES),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.06.30,반도체소자의트랜지스터형성방법(TRANSISTOR FORMING METHOD FOR SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.06.21,트랜지스터제조방법(METHOD FOR MANUFACTURING TRANSISTORS),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.06.15,반도체소자의고전압용트랜지스터및그제조방법(TRANSISTOR OF SEMICONDUCTOR DEVICE FOR HIGH VOLTAGE AND FABRICATING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.06.07,트랜지스터의게이트유전막형성방법(METHOD FOR FORMING GATE DIELECTRIC FILM OF TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.05.07,반도체소자의트랜지스터형성방법(TRANSISTOR FORMATION METHOD OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.03.22,모스트랜지스터제조방법(METHOD FOR MANUFACTURING MOS TRANSISTORS),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.04.12,트랜지스터및그제조방법(METHOD OF MANUFACTURING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.03.18,모스 트랜지스터 및 그 제조방법(TRANSISTOR OF SIDE SOURCE/DRAIN STRUCTURE AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.02.28,트랜지스터제조방법(METHOD FOR FABRICATING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.03.03,트랜지스터형성방법(TRANSISTOR MANUFACTURING METHOD),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1994.03.08,모스트랜지스터(METAL OXIDE SEMICONDUCTOR TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.12.31,반도체소자의트랜지스터형성방법(METHOD FOR FORMING A TRANSISTOR OF SEMICONDUCTOR DEVICES),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.12.30,반도체소자의트랜지스터형성방법(METHOD FOR FORMING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.12.27,반도체소자의트랜지스터형성방법(TRANSISTOR FORMATION METHOD OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.12.21,전계효과형반도체소자의제조방법(MANUFACTRUING METHOD FOR FIELD EFFECT TRANSISTOR TYPE SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.12.16,트랜지스터제조방법(METHOD FOR MANUFACTURING A TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.12.08,밴드갭 차이를 이용한 상보형 모스트랜지스터(CMOS TRANSISTOR USED BAND GAP DIFFERENCE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.11.02,박막트랜지스터의제조방법(METHOD FOR FABRICATING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.07.07,반도체 소자의 트랜지스터 제조방법(METHOD OF MANUFACTURE FOR SEMICONDUCTOR TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.07.14,모스트랜지스터게이트전극제조방법(MOS TRANSISTOR GATE POLE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.07.09,MOS트랜지스터제조방법(METHOD OF MANUFACTURING DOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.07.02,박막트랜지스터제조방법(THIN FILM TRANSISTOR & METHOD OF MANUFACTURING THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.06.25,엘디디구조의트랜지스터제조방법(METHOD FOR FABRICATING TRANSISTOR OF LDD STRUCTURE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.05.22,상보모스트랜지스터제조방법(CMOS TRANSISTOR MANUFACTURING PROCESS),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.03.22,박막트랜지스터의채널폴리제조방법(THIN FILM TRANSISTOR & METHOD OF MANUFACTURING THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.03.22,박막트랜지스터의게이트폴리제조방법(METHOD FOR MANUFACTURING GATE POLY OF THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.02.26,이중게이트박막트랜지스터구조및그제조방법(DOUBLE GATE THIN FILM TRANSISTOR STRUCTURE AND ITS FABRICATION METHOD),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1992.12.31,모스(MOS)트랜지스터제조방법(MOS TRANSISTOR MANUFACTURING METHOD),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1992.12.31,폴리실리콘박막트랜지스터제조방법(POLYSILICON THIN FILM TRANSISTOR MANUFACTURING PROCESS),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1992.12.31,트랜지스터제조방법(MANUFACTURING METHOD OF A TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1992.12.30,불소이온이주입된N형트랜지스터제조방법(METHOD FOR MANUFACTURING N-TYPE TRANSISTOR F-ION INJECTED),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1992.12.31,모스공핍형컽-오프트랜지스터및그트랜지스터를이용한마스크롬셀제조방법(MOS-DEPLETION TYPE CUT-OFF TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
