심사진행상태,출원일자,발명의명칭,출원인
등록결정(일반),2005.11.08,"박막 트랜지스터 표시판, 그 제조 방법 및 이를 포함하는액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL, MANUFACTURING METHODTHEREOF, AND LIQUID CRYSTAL DISPLAY INCLUDING THE SAME)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.09.25,박막 트랜지스터 표시판과 그 제조방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREFOR),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.05.05,핀-펫 소자 및 그 제조 방법(Fin Field Effect Transistor Device And Method OfFabricating The Same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.11.17,단결정 박막 트랜지스터들을 갖는 반도체 집적회로 소자들및 그 제조방법들(Semiconductor integrated circuit devices having singlecrystalline thin film transistors and methods offabricating the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.07.19,"전계발광 디바이스의 박막 트랜지스터, 이를 이용한전계발광 디바이스 및 이의 제조 방법(THIN FILM TRANSISTOR OF THE ELECTRO LUMINESCENCEDEVICE AND ELECTRO LUMINESCENCE DEVICE USING THE SAMEAND METHOD FOR FABRICATING THEREOF)",삼성전자주식회사(경기도 수원시 영통구...)
거절결정(재심사),2012.02.08,트랜지스터 및 그 제조방법(Transistor and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2006.05.05,모스 전계효과 트랜지스터 및 그 제조방법(Metal Oxide Semiconductor Field Effect Transistor AndMethod for Forming The Same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.05.30,축소가능한 3개의 트랜지스터 기억 소자 및 그 형성방법(Scalable two transistor memory devices and methods offorming the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(재심사후),2018.03.03,"낮은 밴드 갭을 갖는 유기 반도체 화합물 및 이를 포함하는 트랜지스터와 전자 소자(ORGANIC SEMICONDUCTOR COMPOUND HAVING LOW BAND-GAP, AND TRANSISTOR AND ELECTRONIC DEVICE INCLUDING THE SAME)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2008.04.12,탄소나노튜브를 구비한 트랜지스터의 도핑방법 및 도핑이온의 위치 제어방법 및 트랜지스터(Method of doping transistor comprising carbon nanotube and method of controlling position of doping ion and transistors using the same),삼성전자주식회사(경기도 수원시 영통구...)|성균관대학교산학협력단(경기도 수원시 장안구...)
등록결정(일반),2013.05.02,고전자이동도 트랜지스터 및 그 제조 방법(High electron mobility transistor and method of driving the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(재심사후),2018.02.20,박막 트랜지스터 및 그 제조 방법(Thin Film Transistor and manufacturing method of the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2002.10.02,다중 채널을 갖는 모스 트랜지스터 및 그 제조방법(MOS Transistor having multiple channels and method ofmanufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.02.06,핀 트랜지스터 형성방법 및 그에 따른 구조(Method for fabricating fin field effect transistor andstructure thereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.01.03,상보형 바이폴라 접합 트랜지스터의 제조방법(Method for fabricating a complementary bipolarjunction transistor),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2007.09.11,국부적으로 두꺼운 유전막을 갖는 리세스 채널트랜지스터의 제조방법 및 관련된 소자(Method of forming recess channel transistor having locally thick dielectrics and related device),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.01.32,유기 발광 표시 장치용 박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL FOR ORGANICELECTRO-LUMINESCENCE),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(심사전치후),2004.02.12,"접촉부 및 그의 제조 방법, 박막 트랜지스터 표시판 및그의 제조방법(Contact portion and manufacturing method thereof, thinfilm transistor array panel and manufacturing methodthereof)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.11.17,채널의 물성이 인가전압에 따라 가변적인 트랜지스터와 그제조 및 동작 방법(Transistor whose physical property is changed byapplied voltage and methods of manufacturing andoperating the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(심사전치후),2004.10.27,박막 트랜지스터 표시판 및 그 제조 방법(Thin film transistor array panel and method formanufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.09.30,돌출된 드레인을 가지는 트랜지스터 및 이의 제조 방법(Transistor having Raised Drain and Method of formingthe same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.11.29,박막 트랜지스터 표시판 및 그의 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.01.20,센서 및 이를 구비한 박막 트랜지스터 표시판(SENSOR AND THIN FILM TRANSISTOR ARRAY PANEL INCLUDINGSENSOR),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2008.01.26,"유기반도체용 공중합체 및 이를 이용한 유기박막트랜지스터 및 유기 전자소자(Semiconducting copolymer, organic thin film transistor and the organic electronic device using the same the copolymer)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.02.12,모오스 전계 효과 트랜지스터의 제조 방법(Method Of Fabricating Metal-Oxide-Semiconductor FieldEffect Transistor),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.12.18,유기 반도체를 이용한 박막 트랜지스터 표시판 및 그 제조방법(Thin film transistor array panel using organicsemiconductor and manufacturing method thereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2007.06.20,표준 전극이 포함된 전계 효과 트랜지스터 어레이를 이용한생체 분자의 검출 장치 및 방법(BIOMOLECULE DETECTOR BASED ON FIELD EFFECT TRANSISTOR ARRAYS CONTAINING REFERENCE ELECTRODES AND DETECTION METHOD FOR BIOMOLECULES USING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2002.07.27,고전압 출력회로의 풀업 트랜지스터 어레이(ARRAY OF PULL-UP TRANSISTORS FOR HIGH VOLTAGE OUTPUTCIRCUIT),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2007.02.03,단일 트랜지스터 디램 소자 및 그 형성방법(ONE TRANSISTOR DRAM DEVICE AND METHOD OF FORMING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(심사전치후),1999.02.06,모스 트랜지스터 및 그 제조방법(MOS transistor and manufacturing method thereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2002.10.12,역티 형태의 게이트 전극을 갖는 모스 트랜지스터들 및 그제조방법들(MOS transistors having a reverse T-shaped gateelectrode and fabrication methods thereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.12.09,박막 트랜지스터 표시판과 그 제조 방법(Thin film transistor array panel and manufacturingmethod thereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.03.30,박막 트랜지스터 표시판의 제조 방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2001.02.10,게르마늄 함유 폴리실리콘 게이트를 가지는 씨모스형반도체 장치 및 그 형성방법(CMOS TRANSISTOR HAVING GERMANIUM-CONTAINEDPOLICRYSTALLINE SILICON GATE AND METHOD OF FORMING THESAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2001.08.30,축소가능한 3개의 트랜지스터로 구성된 기억소자의 제조방법(Method of making a scalable two transistor memorydevice),삼성전자주식회사(경기도 수원시 영통구...)
거절결정(일반),2004.02.10,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2008.01.25,"박막 트랜지스터의 성능 회복 방법, 이를 적용한 박막트랜지스터 및 액정 표시 장치(RECOVERY METHOD OF PERFORMANCE OF THIN FILM TRANSISTOR, THIN FILM TRANSISTOR AND LIQUID CRYSTAL DISPLAY)",삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2000.11.28,폴리실리콘형 박막트랜지스터 제조방법(Method of forming Polycrystalline Silicon type ThinFilm Transistor),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.02.14,"실리콘 결정화 방법, 이를 이용한 실리콘 결정화 장치,이를 이용한 박막 트랜지스터, 박막 트랜지스터의 제조방법 및 이를 이용한 표시장치(METHOD AND APPARATUS OF CRYSTALLIZING SILICON, THINFILM TRANSISTOR USING THE SAME AND METHOD OFMANUFACTURING THIN FILM TRANSISTOR USING THE SAME,AND DISPLAY DEVICE USING THE SAME)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(심사전치후),2004.07.28,박막 트랜지스터 표시판 및 그 제조 방법(THIN film transistor array panel and manufacturingMethod thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2007.10.20,투명한 트랜지스터를 구비한 시모스 이미지 센서(CMOS image sensor having transparent transistors),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2012.01.12,고전자이동도 트랜지스터 및 그 제조방법(High electron mobility transistor and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2016.11.31,수직 채널 트랜지스터의 제조방법(METHODS FOR FABRICATING VERTICAL CHANNEL TRANSISTORS),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2012.09.19,고 전자 이동도 트랜지스터 및 그 제조 방법(High electron mobility transistor and manufacturing method of the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2014.02.14,"MOSFET, 그 제조 방법, 및 MOSFET을 구비한 반도체 장치(MOSFET(Metal-Oxide Semiconductor Field Effect Transistor), method for fabricating the same and semiconductor apparatus comprising the same)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2013.10.18,고전자 이동도 트랜지스터(High electron mobility transistor),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2009.11.13,"RCT 소자 및 그 RCT 소자를 포함하는 디스플레이 장치(RCT(Recessed Channel Transistor) device, and display apparatus comprising the same RCT device)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2008.10.14,"트랜지스터의 제조 방법, 이에 따라 제조된 트랜지스터, 반도체 장치의 제조 방법 및 이에 따라 제조된 반도체 장치(METHOD OF MANUFACTURING A TRANSISTOR, TRANSISTOR MANUFACTURED BY THE SAME, METHOD OF MANUFACTURING A SEMICONDUCTOR DEVICE AND SEMICONDUCTOR DEVICE MANUFACTURED BY THE SAME)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2008.08.21,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR PANEL AND METHOD OF MANUFACTURING FOR THE SAME),삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2008.12.18,"채널 주도 3차 전자/정공 현상을 이용하는 트랜지스터 유전체 파괴형 안티 퓨즈 및 이를 구비하는 프로그램 회로 회로(Transistor dielectric rupture type anti-fuse utilizing CHISEL or CHISHL, and program circuit having it)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2008.05.10,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURING METHOD OF THE SAME),삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2008.04.12,두 개의 게이트로 이루어진 센싱 트랜지스터를 구비한 이미지 센서의 구동방법(Method of operating image sensor with sensing transistor having two gate),삼성전자주식회사(경기도 수원시 영통구...)
